"","siteid","estuaryname","stationno","samplecollectiondate","transectreplicate","plotreplicate","covertype","scientificname","commonname","status","estimatedcover","percentcovercode","daubenmiremidpoint","tallestplantheight_cm","percentcovernotes","habitat","live_dead","identificationnotes","unknownreplicate","projectid","method","objectid","region","estuaryclass","mpastatus","estuarytype"
"104","SC-MAL","Malibu Lagoon",3,"2023-04-16",2,4,"vegetation","Jaumea carnosa","fleshy jaumea","native",1,1,0.5,3,"","Brackish marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"105","SC-MAL","Malibu Lagoon",3,"2023-04-16",2,4,"vegetation","unknown plant","unknown plant","Not recorded",1,1,0.5,1,"","Brackish marsh","Live","photo, sp2",3,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"106","SC-MAL","Malibu Lagoon",3,"2023-04-16",2,5,"wrack","Schoenoplectus californicus","southern bulrush","native",85,6,85,-88,"","Brackish marsh","Dead","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"107","SC-MAL","Malibu Lagoon",3,"2023-04-16",2,5,"vegetation","Schoenoplectus californicus","southern bulrush","native",10,3,15,203,"","Brackish marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"108","SC-MAL","Malibu Lagoon",3,"2023-04-16",2,5,"vegetation","Salicornia pacifica","Pickleweed","native",10,3,15,31,"","Brackish marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"109","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,5,"vegetation","Bromus rubens","red brome","invasive",2,2,3,37,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"110","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,5,"vegetation","Isocoma menziesii","coastal goldenbush","native",10,3,15,50,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"111","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,5,"vegetation","Jaumea carnosa","fleshy jaumea","native",15,3,15,20,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"112","CC-ADLC","Arroyo de la Cruz",1,"2023-10-16",1,2,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",5,2,3,50,"","Mid marsh","Live","",-88,"EMPA","across_elevation",11,"Central","Lagoonal","MPA","Temporarily Closed"
"113","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,5,"vegetation","Distichlis spicata","salt grass","native",10,3,15,26,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"114","SC-SEL","San Elijo Lagoon",1,"2023-11-22",2,5,"algae","Not recorded","Not recorded","Not recorded",0,0,0,-88,"","Low marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",29,"South","Riverine","MPA","Perennially Open"
"115","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,5,"vegetation","Juncus acutus","spiny rush","native",2,2,3,33,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"116","CC-MCS","Moro Cojo Slough",1,"2023-10-30",2,4,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",1,1,0.5,52,"","Mid marsh","Dead","",-88,"EMPA","across_elevation",13,"Central","Embayment","MPA","Perennially Open"
"117","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,4,"vegetation","Salicornia pacifica","Pickleweed","native",30,4,37.5,73,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"118","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,4,"vegetation","Frankenia salina","alkali heath","native",5,2,3,15,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"119","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,4,"vegetation","Jaumea carnosa","fleshy jaumea","native",5,2,3,27,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"120","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,4,"vegetation","Isocoma menziesii","coastal goldenbush","native",10,3,15,56,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"121","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,4,"vegetation","Distichlis spicata","salt grass","native",5,2,3,33,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"122","SC-SEL","San Elijo Lagoon",1,"2023-11-22",2,5,"thatch","Not recorded","Not recorded","Not recorded",50,4,37.5,-88,"","Low marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",29,"South","Riverine","MPA","Perennially Open"
"123","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,3,"vegetation","Jaumea carnosa","fleshy jaumea","native",5,2,3,20,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"124","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,3,"vegetation","Isocoma menziesii","coastal goldenbush","native",2,2,3,35,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"125","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,3,"vegetation","Distichlis spicata","salt grass","native",15,3,15,25,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"126","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,3,"vegetation","Salicornia pacifica","Pickleweed","native",5,2,3,49,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"127","CC-CAR","Carmel River",2,"2021-10-20",1,2,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,4,37.5,-88,"Not recorded","Low marsh","Live","Not recorded",-88,"EMPA","within_elevation",15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"128","SC-SEL","San Elijo Lagoon",2,"2023-11-22",3,3,"vegetation","Spartina foliosa","California cordgrass","native",25,3,15,121,"","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",29,"South","Riverine","MPA","Perennially Open"
"129","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,3,"vegetation","Atriplex semibaccata","Australian saltbush","invasive",2,2,3,25,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"130","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26",3,1,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,2,3,-88,"Not recorded","Mid marsh","Not recorded","-88",-88,"EMPA","within_elevation",11,"Central","Lagoonal","MPA","Temporarily Closed"
"131","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,2,"vegetation","Atriplex semibaccata","Australian saltbush","invasive",15,3,15,71,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"132","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,2,"vegetation","Isocoma menziesii","coastal goldenbush","native",10,3,15,52,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"133","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,2,"vegetation","Distichlis spicata","salt grass","native",5,2,3,22,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"134","SC-SEL","San Elijo Lagoon",2,"2023-11-22",3,3,"vegetation","Salicornia pacifica","Pickleweed","native",20,3,15,59,"","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",29,"South","Riverine","MPA","Perennially Open"
"135","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,2,"vegetation","Frankenia salina","alkali heath","native",2,2,3,14,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"136","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26",3,2,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,2,3,-88,"Not recorded","Mid marsh","Not recorded","-88",-88,"EMPA","within_elevation",11,"Central","Lagoonal","MPA","Temporarily Closed"
"137","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26",3,3,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,1,0.5,-88,"Not recorded","Mid marsh","Not recorded","-88",-88,"EMPA","within_elevation",11,"Central","Lagoonal","MPA","Temporarily Closed"
"138","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,2,"vegetation","Lysimachia arvensis","scarlet pimpernel","non-native",1,1,0.5,6,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"139","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Salicornia pacifica","Pickleweed","native",25,3,15,33,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"140","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Frankenia salina","alkali heath","native",15,3,15,31,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"141","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Oxalis sp.","Oxalis sp.","Not recorded",1,1,0.5,35,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"142","CC-ADLC","Arroyo de la Cruz",1,"2021-05-26",3,4,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,2,3,-88,"Not recorded","Mid marsh","Not recorded","-88",-88,"EMPA","within_elevation",11,"Central","Lagoonal","MPA","Temporarily Closed"
"143","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Batis maritima","saltwort","native",5,2,3,12,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"144","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Distichlis spicata","salt grass","native",10,3,15,37,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"145","SC-SEL","San Elijo Lagoon",2,"2023-11-22",3,3,"vegetation","Jaumea carnosa","fleshy jaumea","native",45,4,37.5,33,"","Low marsh","Live","",-88,"Bight-Estuary-23","across_elevation",29,"South","Riverine","MPA","Perennially Open"
"146","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","unknown plant","unknown plant","Not recorded",1,1,0.5,3,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"147","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Cressa truxillensis","alkali weed","native",1,1,0.5,8,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"148","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",5,2,3,15,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"149","SC-MAL","Malibu Lagoon",3,"2023-04-16",3,1,"vegetation","Hordeum sp.","barley","Not recorded",1,1,0.5,30,"","High marsh","Live","",-88,"SMBRC-Prop50","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"150","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Erodium sp.","Erodium sp.","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"151","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Atriplex semibaccata","Australian saltbush","invasive",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"152","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Bromus sp.","Bromus sp.","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"153","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Encelia californica","bush sunflower","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"154","CC-CAR","Carmel River",2,"2021-10-20",1,3,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,4,37.5,-88,"Not recorded","Low marsh","Live","Not recorded",-88,"EMPA","within_elevation",15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"155","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Heterotheca grandiflora","telegraph weed","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"156","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Peritoma arborea","bladderpod","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"157","CC-CAR","Carmel River",2,"2021-10-20",1,4,"vegetation","Eleocharis sp.","Eleocharis sp.","Not recorded",-88,5,62.5,-88,"Not recorded","Low marsh","Live","Not recorded",-88,"EMPA","within_elevation",15,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"158","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Malosma laurina","laurel sumac","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"159","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Baccharis pilularis","coyote brush","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"160","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Sonchus asper","prickly sow-thistle","non-native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"161","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Veronica americana","American brooklime","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"162","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Phacelia cicutaria","scorpionweed","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"163","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Lysimachia arvensis","scarlet pimpernel","non-native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"164","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Solanum xanti","purple nightshade","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"165","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Nasturtium sp.","Nasturtium sp.","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"166","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Salicornia pacifica","Pickleweed","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"167","SC-ASE","Arroyo Sequit",1,"2023-05-14",-88,-88,"vegetation","Diplacus aurantiacus","orange bush monkeyflower","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",19,"South","Lagoonal","NON-MPA","Temporarily Closed"
"168","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Atriplex semibaccata","Australian saltbush","invasive",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"169","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Encelia californica","bush sunflower","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"170","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Erodium sp.","Erodium sp.","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"171","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Baccharis pilularis","coyote brush","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"172","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Typha latifolia","broad-leaved cattail","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"173","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Schoenoplectus californicus","southern bulrush","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"174","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Malosma laurina","laurel sumac","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"175","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Salix gooddingii","black willow","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"176","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Salix lasiolepis","arroyo willow","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"177","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Salvia leucophylla","purple sage","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"178","SC-BSC","Big Sycamore Canyon",1,"2023-06-01",-88,-88,"vegetation","Baccharis salicifolia","mule fat","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",20,"South","Lagoonal","NON-MPA","Temporarily Closed"
"179","SC-TOP","Topanga Lagoon",1,"2023-06-01",-88,-88,"vegetation","Malosma laurina","laurel sumac","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",34,"South","Lagoonal","NON-MPA","Temporarily Closed"
"180","SC-TOP","Topanga Lagoon",1,"2023-06-01",-88,-88,"vegetation","Arundo donax","giant reed","invasive",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",34,"South","Lagoonal","NON-MPA","Temporarily Closed"
"181","SC-TOP","Topanga Lagoon",1,"2023-06-01",-88,-88,"vegetation","Distichlis spicata","salt grass","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",34,"South","Lagoonal","NON-MPA","Temporarily Closed"
"182","SC-TOP","Topanga Lagoon",1,"2023-06-01",-88,-88,"vegetation","Atriplex sp.","saltbush","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",34,"South","Lagoonal","NON-MPA","Temporarily Closed"
"183","SC-TOP","Topanga Lagoon",1,"2023-06-01",-88,-88,"vegetation","unknown palm","unknown palm","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",1,"SMBRC-Prop50","obs_plant",34,"South","Lagoonal","NON-MPA","Temporarily Closed"
"184","SC-ZUM","Zuma Lagoon",1,"2023-07-05",-88,-88,"vegetation","Ambrosia sp.","ragweed","Not recorded",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",35,"South","Lagoonal","NON-MPA","Temporarily Closed"
"185","SC-ZUM","Zuma Lagoon",2,"2023-07-05",-88,-88,"vegetation","Distichlis spicata","salt grass","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",35,"South","Lagoonal","NON-MPA","Temporarily Closed"
"186","SC-ZUM","Zuma Lagoon",2,"2023-07-05",-88,-88,"vegetation","Encelia californica","bush sunflower","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",35,"South","Lagoonal","NON-MPA","Temporarily Closed"
"187","SC-ZUM","Zuma Lagoon",2,"2023-07-05",-88,-88,"vegetation","Schoenoplectus californicus","southern bulrush","native",-88,-88,-88,-88,"","site-wide","Live","",-88,"SMBRC-Prop50","obs_plant",35,"South","Lagoonal","NON-MPA","Temporarily Closed"
