"","siteid","estuaryname","stationno","samplecollectiondate","tide","transectreplicate","habitat","datacollector","dataentryperson","samplemetadatanotes","projectid","elevation_time","elevation_ellipsoid","elevation_units","elevation_corr","datum_latlong","elevation_timezone","elevation_orthometric","elevation_datum","method","plotreplicate","vegetated_cover","non_vegetated_cover","latitude","longitude","objectid","region","estuaryclass","mpastatus","estuarytype"
"84","SC-HBW","Huntington Beach Wetlands",1,"2023-10-19","low",2,"Low marsh","Jan Walker, Christine Whitcraft","Chloe Van Grootheest","","Bight-Estuary-23","Not recorded",-33.934,"m","Yes","NAD83","",1.438,"NAVD88","across_elevation",3,25,75,33.63473454,-117.96156661,23,"South","Riverine","NON-MPA","Temporarily Closed"
"85","SC-HBW","Huntington Beach Wetlands",1,"2023-10-19","low",2,"High marsh","Jan Walker, Christine Whitcraft","Chloe Van Grootheest","","Bight-Estuary-23","Not recorded",-33.478,"m","Yes","NAD83","",1.894,"NAVD88","across_elevation",4,80,20,33.63476677,-117.96160919,23,"South","Riverine","NON-MPA","Temporarily Closed"
"86","SC-SEL","San Elijo Lagoon",1,"2023-11-22","low",3,"Low marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.010813, -117.278372","PDT",-88,"-88","across_elevation",1,60,40,33.010813,-117.278372,29,"South","Riverine","MPA","Perennially Open"
"87","SC-SEL","San Elijo Lagoon",1,"2023-11-22","low",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.010085, -117.277972","PDT",-88,"-88","across_elevation",6,100,0,33.010085,-117.277972,29,"South","Riverine","MPA","Perennially Open"
"88","SC-SEL","San Elijo Lagoon",1,"2023-11-22","low",3,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.010916, -117.278458","PDT",-88,"-88","across_elevation",4,95,5,33.010916,-117.278458,29,"South","Riverine","MPA","Perennially Open"
"89","SC-SEL","San Elijo Lagoon",1,"2023-11-22","low",3,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.010942, -117.27849","PDT",-88,"-88","across_elevation",5,100,0,33.010942,-117.27849,29,"South","Riverine","MPA","Perennially Open"
"90","SC-SEL","San Elijo Lagoon",2,"2023-11-22","low",3,"Low marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.009868, -117.273647","PDT",-88,"-88","across_elevation",2,50,50,33.009868,-117.273647,29,"South","Riverine","MPA","Perennially Open"
"91","SC-NEW","Newport Bay",1,"2023-09-15","high",1,"Mid marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.854,"meters","No","NAD83","PDT",1.286,"NAVD88","across_elevation",1,75,25,33.62228751,-117.89137628,8,"South","Embayment","MPA","Perennially Open"
"92","SC-NEW","Newport Bay",1,"2023-09-15","high",1,"Mid marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.769,"meters","No","NAD83","PDT",1.371,"NAVD88","across_elevation",2,90,10,33.62225003,-117.89140487,8,"South","Embayment","MPA","Perennially Open"
"93","SC-HBW","Huntington Beach Wetlands",1,"2023-10-19","low",2,"Mid marsh","Jan Walker, Christine Whitcraft","Chloe Van Grootheest","","Bight-Estuary-23","Not recorded",-33.758,"m","Yes","NAD83","",1.614,"NAVD88","across_elevation",5,40,60,33.63480245,-117.96164911,23,"South","Riverine","NON-MPA","Temporarily Closed"
"94","SC-NEW","Newport Bay",1,"2023-09-15","high",1,"Mid marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.561,"meters","No","NAD83","PDT",1.579,"NAVD88","across_elevation",3,50,50,33.62221141,-117.89143183,8,"South","Embayment","MPA","Perennially Open"
"95","SC-NEW","Newport Bay",1,"2023-09-15","high",1,"High marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.361,"meters","No","NAD83","PDT",1.779,"NAVD88","across_elevation",4,60,40,33.62217344,-117.89146075,8,"South","Embayment","MPA","Perennially Open"
"96","SC-NEW","Newport Bay",1,"2023-09-15","high",1,"High marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.172,"meters","No","NAD83","PDT",1.968,"NAVD88","across_elevation",5,70,30,33.62213506,-117.89148767,8,"South","Embayment","MPA","Perennially Open"
"97","SC-NEW","Newport Bay",1,"2023-09-15","mid",2,"Low marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-34.204,"meters","No","WGS84","PDT",0.936,"NAVD88","across_elevation",1,40,60,33.62236479,-117.89165433,8,"South","Embayment","MPA","Perennially Open"
"98","SC-SEL","San Elijo Lagoon",2,"2023-11-22","low",1,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.011752, -117.274898","PDT",-88,"-88","across_elevation",6,20,80,33.011752,-117.274898,29,"South","Riverine","MPA","Perennially Open"
"99","SC-SEL","San Elijo Lagoon",2,"2023-11-22","low",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012664, -117.277233","PDT",-88,"-88","across_elevation",3,100,0,33.012664,-117.277233,29,"South","Riverine","MPA","Perennially Open"
"100","SC-SEL","San Elijo Lagoon",2,"2023-11-22","low",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012619, -117.277225","PDT",-88,"-88","across_elevation",4,100,0,33.012619,-117.277225,29,"South","Riverine","MPA","Perennially Open"
"101","SC-SEL","San Elijo Lagoon",2,"2023-11-22","low",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012565, -117.27722","PDT",-88,"-88","across_elevation",5,100,0,33.012565,-117.27722,29,"South","Riverine","MPA","Perennially Open"
"102","SC-SEL","San Elijo Lagoon",2,"2023-11-22","low",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012535, -117.277214","PDT",-88,"-88","across_elevation",6,95,5,33.012535,-117.277214,29,"South","Riverine","MPA","Perennially Open"
"103","SC-NEW","Newport Bay",1,"2023-09-15","mid",2,"Mid marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.791,"meters","No","WGS84","PDT",1.35,"NAVD88","across_elevation",2,75,25,33.62232469,-117.89168425,8,"South","Embayment","MPA","Perennially Open"
"104","SC-NEW","Newport Bay",1,"2023-09-15","mid",2,"High marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.652,"meters","No","WGS84","PDT",1.49,"NAVD88","across_elevation",3,50,50,33.62228609,-117.89171169,8,"South","Embayment","MPA","Perennially Open"
"105","SC-NEW","Newport Bay",1,"2023-09-15","mid",2,"High marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.52,"meters","No","WGS84","PDT",1.622,"NAVD88","across_elevation",4,15,85,33.62224755,-117.8917388,8,"South","Embayment","MPA","Perennially Open"
"106","SC-NEW","Newport Bay",1,"2023-09-15","mid",2,"High marsh","CRW, AH","Nikki Vanelli","","EMPA","Not recorded",-33.159,"meters","No","WGS84","PDT",1.983,"NAVD88","across_elevation",5,95,5,33.62220825,-117.89176462,8,"South","Embayment","MPA","Perennially Open"
"107","SC-NEW","Newport Bay",1,"2023-10-16","low",3,"Low marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-34.162,"meters","No","NAD83","PDT",0.98,"NAVD88","across_elevation",1,15,85,33.62248838,-117.89194964,8,"South","Embayment","MPA","Perennially Open"
"108","SC-NEW","Newport Bay",1,"2023-10-16","low",3,"Mid marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.889,"meters","No","NAD83","PDT",1.254,"NAVD88","across_elevation",2,90,10,33.6224507,-117.89196365,8,"South","Embayment","MPA","Perennially Open"
"109","SC-NEW","Newport Bay",1,"2023-10-16","low",3,"Mid marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.69,"meters","No","NAD83","PDT",1.453,"NAVD88","across_elevation",3,98,2,33.6224059,-117.89198695,8,"South","Embayment","MPA","Perennially Open"
"110","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",1,"Low marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012416, -117.260524","PDT",-88,"-88","across_elevation",1,65,35,33.012416,-117.260524,29,"South","Riverine","MPA","Perennially Open"
"111","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",2,"Low marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.013379, -117.259351","PDT",-88,"-88","within_elevation",2,70,30,33.013379,-117.259351,29,"South","Riverine","MPA","Perennially Open"
"112","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",2,"Low marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.013402, -117.259294","PDT",-88,"-88","within_elevation",3,80,20,33.013402,-117.259294,29,"South","Riverine","MPA","Perennially Open"
"113","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",1,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012432, -117.260552","PDT",-88,"-88","across_elevation",2,98,2,33.012432,-117.260552,29,"South","Riverine","MPA","Perennially Open"
"114","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",1,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.012480, -117.260581","PDT",-88,"-88","across_elevation",3,65,35,33.01248,-117.260581,29,"South","Riverine","MPA","Perennially Open"
"115","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.013351, -117.259371","PDT",-88,"-88","within_elevation",1,90,10,33.013351,-117.259371,29,"South","Riverine","MPA","Perennially Open"
"116","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",2,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.013425, -117.259248","PDT",-88,"-88","within_elevation",4,98,2,33.013425,-117.259248,29,"South","Riverine","MPA","Perennially Open"
"117","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",3,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.014124, -117.257995","PDT",-88,"-88","within_elevation",1,100,0,33.014124,-117.257995,29,"South","Riverine","MPA","Perennially Open"
"118","SC-NEW","Newport Bay",1,"2023-10-16","low",3,"Mid marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.596,"meters","No","NAD83","PDT",1.547,"NAVD88","across_elevation",4,85,15,33.62236382,-117.8920066,8,"South","Embayment","MPA","Perennially Open"
"119","SC-NEW","Newport Bay",1,"2023-10-16","low",3,"High marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.464,"meters","No","NAD83","PDT",1.679,"NAVD88","across_elevation",5,90,10,33.62231718,-117.89202741,8,"South","Embayment","MPA","Perennially Open"
"120","SC-NEW","Newport Bay",2,"2023-09-15","low",1,"Low marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.847,"meters","No","NAD83","PDT",1.259,"NAVD88","across_elevation",1,70,30,33.63195587,-117.8858834,8,"South","Embayment","MPA","Perennially Open"
"121","SC-NEW","Newport Bay",2,"2023-09-15","low",1,"Low marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.93,"meters","No","NAD83","PDT",1.175,"NAVD88","across_elevation",2,50,50,33.63197215,-117.88583271,8,"South","Embayment","MPA","Perennially Open"
"122","SC-NEW","Newport Bay",2,"2023-09-15","low",1,"Low marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.78,"meters","No","NAD83","PDT",1.325,"NAVD88","across_elevation",3,100,0,33.63197892,-117.88577308,8,"South","Embayment","MPA","Perennially Open"
"123","SC-NEW","Newport Bay",2,"2023-09-15","low",1,"Mid marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.646,"meters","No","NAD83","PDT",1.459,"NAVD88","across_elevation",4,95,5,33.63198127,-117.88571913,8,"South","Embayment","MPA","Perennially Open"
"124","SC-NEW","Newport Bay",2,"2023-09-15","low",1,"Mid marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.456,"meters","No","NAD83","PDT",1.649,"NAVD88","across_elevation",5,100,0,33.63198817,-117.88566429,8,"South","Embayment","MPA","Perennially Open"
"125","SC-NEW","Newport Bay",2,"2023-09-15","low",1,"Mid marsh","DG, CG","Nikki Vanelli","","EMPA","Not recorded",-33.887,"meters","No","NAD83","PDT",1.217,"NAVD88","across_elevation",6,90,10,33.63205569,-117.88554953,8,"South","Embayment","MPA","Perennially Open"
"126","SC-NEW","Newport Bay",2,"2023-09-15","low",2,"Low marsh","NV, AT","Nikki Vanelli","","EMPA","Not recorded",-34.19,"meters","No","WGS84","PDT",0.914,"NAVD88","across_elevation",1,40,60,33.63205,-117.88551,8,"South","Embayment","MPA","Perennially Open"
"127","SC-NEW","Newport Bay",2,"2023-09-15","low",2,"Mid marsh","NV, AT","Nikki Vanelli","","EMPA","Not recorded",-33.331,"meters","No","WGS84","PDT",1.773,"NAVD88","across_elevation",2,85,15,33.63208,-117.88549,8,"South","Embayment","MPA","Perennially Open"
"128","SC-NEW","Newport Bay",2,"2023-09-15","low",2,"High marsh","NV, AT","Nikki Vanelli","","EMPA","Not recorded",-33.151,"meters","No","WGS84","PDT",1.952,"NAVD88","across_elevation",3,100,0,33.632076,-117.885465,8,"South","Embayment","MPA","Perennially Open"
"129","SC-NEW","Newport Bay",2,"2023-09-15","low",2,"High marsh","NV, AT","Nikki Vanelli","","EMPA","Not recorded",-33.078,"meters","No","WGS84","PDT",2.025,"NAVD88","across_elevation",4,100,0,33.632055,-117.885429,8,"South","Embayment","MPA","Perennially Open"
"130","SC-NEW","Newport Bay",2,"2023-09-15","low",2,"High marsh","NV, AT","Nikki Vanelli","","EMPA","Not recorded",-33.131,"meters","No","WGS84","PDT",1.972,"NAVD88","across_elevation",5,50,50,33.632048,-117.88535,8,"South","Embayment","MPA","Perennially Open"
"131","CC-MOR","Morro Bay",3,"2021-10-27","Not recorded",3,"High marsh","Sarah Stoner-Duncan, Shelby Crawford","Jay Ryan","total and open cover estimated from Daubenmire midpoint; combined thatch and open to get unvegetated cover","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,82,18,-88,-88,14,"Central","Embayment","MPA","Perennially Open"
"132","CC-PAJ","Pajaro River",2,"2021-03-10","Not recorded",1,"Low marsh","Sarah Stoner-Duncan, Kevin O'Connor","Maya Vavra","total and open cover estimated from Daubenmire midpoint","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,99,1,-88,-88,12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"133","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",3,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.014154, -117.25796","PDT",-88,"-88","within_elevation",2,90,10,33.014154,-117.25796,29,"South","Riverine","MPA","Perennially Open"
"134","SC-SEL","San Elijo Lagoon",3,"2023-12-14","high",3,"Mid marsh","Doug Gibson","Conor Daniells","","Bight-Estuary-23","00:00:00",-88,"m","No","33.014216, -117.257923","PDT",-88,"-88","within_elevation",3,100,0,33.014216,-117.257923,29,"South","Riverine","MPA","Perennially Open"
"135","Baja-PB","Estero Punta Banda",3,"2022-04-25","ebb",1,"Low marsh","Jan Walker","Jan Walker","","Baja-rails","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,100,0,31.698133,-116.628999,17,"Baja","Embayment","NON-MPA","Perennially Open"
"136","SC-NEW","Newport Bay",2,"2023-09-15","low",2,"High marsh","NV, AT","Nikki Vanelli","","EMPA","Not recorded",-33.262,"meters","No","WGS84","PDT",1.84,"NAVD88","across_elevation",6,95,5,33.632053,-117.885187,8,"South","Embayment","MPA","Perennially Open"
"137","SC-NEW","Newport Bay",2,"2023-09-16","low",3,"Brackish marsh","CG","Nikki Vanelli","","EMPA","Not recorded",-33.936,"meters","No","NAD83","PDT",1.165,"NAVD88","within_elevation",1,85,15,33.63231877,-117.88496401,8,"South","Embayment","MPA","Perennially Open"
"138","SC-NEW","Newport Bay",2,"2023-09-16","low",3,"Brackish marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-34.082,"meters","No","NAD83","PDT",1.019,"NAVD88","within_elevation",2,60,40,33.63235545,-117.88492455,8,"South","Embayment","MPA","Perennially Open"
"139","SC-NEW","Newport Bay",2,"2023-09-16","low",3,"Brackish marsh","CG","Nikki Vanelli","","EMPA","Not recorded",-34.198,"meters","No","NAD83","PDT",0.903,"NAVD88","within_elevation",3,65,35,33.63238265,-117.884885,8,"South","Embayment","MPA","Perennially Open"
"140","SC-NEW","Newport Bay",3,"2023-09-16","high",1,"Low marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-33.714,"meters","No","NAD83","PDT",1.465,"NAVD88","across_elevation",1,98,2,33.64643,-117.88326,8,"South","Embayment","MPA","Perennially Open"
"141","SC-NEW","Newport Bay",3,"2023-09-16","high",1,"Low marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-33.766,"meters","No","NAD83","PDT",1.591,"NAVD88","across_elevation",2,45,55,33.64639,-117.88319,8,"South","Embayment","MPA","Perennially Open"
"142","SC-NEW","Newport Bay",3,"2023-09-16","high",1,"Low marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-33.729,"meters","No","NAD83","PDT",1.694,"NAVD88","across_elevation",3,80,20,33.64635,-117.88311,8,"South","Embayment","MPA","Perennially Open"
"143","SC-NEW","Newport Bay",3,"2023-09-16","high",1,"Mid marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-33.658,"meters","No","NAD83","PDT",1.631,"NAVD88","across_elevation",4,95,5,33.64633,-117.88302,8,"South","Embayment","MPA","Perennially Open"
"144","SC-NEW","Newport Bay",3,"2023-09-16","high",1,"Low marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-33.686,"meters","No","NAD83","PDT",1.531,"NAVD88","across_elevation",5,85,15,33.64628,-117.88294,8,"South","Embayment","MPA","Perennially Open"
"145","SC-NEW","Newport Bay",3,"2023-09-16","high",1,"Mid marsh","DG, AT","Nikki Vanelli","","EMPA","Not recorded",-33.606,"meters","No","NAD83","PDT",1.354,"NAVD88","across_elevation",6,90,10,33.64623,-117.88287,8,"South","Embayment","MPA","Perennially Open"
"146","SC-NEW","Newport Bay",3,"2023-09-16","mid",2,"Low marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.619,"meters","No","WGS84","PDT",1.465,"NAVD88","across_elevation",1,90,10,33.645834,-117.882667,8,"South","Embayment","MPA","Perennially Open"
"147","SC-NEW","Newport Bay",3,"2023-09-16","mid",2,"Mid marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.493,"meters","No","WGS84","PDT",1.591,"NAVD88","across_elevation",2,95,5,33.645858,-117.882635,8,"South","Embayment","MPA","Perennially Open"
"148","SC-NEW","Newport Bay",3,"2023-09-16","mid",2,"Mid marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.389,"meters","No","WGS84","PDT",1.694,"NAVD88","across_elevation",3,90,10,33.645997,-117.882516,8,"South","Embayment","MPA","Perennially Open"
"149","SC-NEW","Newport Bay",3,"2023-09-16","mid",2,"Mid marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.452,"meters","No","WGS84","PDT",1.631,"NAVD88","across_elevation",4,70,30,33.645991,-117.882544,8,"South","Embayment","MPA","Perennially Open"
"150","SC-NEW","Newport Bay",3,"2023-09-16","mid",2,"Mid marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.552,"meters","No","WGS84","PDT",1.531,"NAVD88","across_elevation",5,90,10,33.646031,-117.882465,8,"South","Embayment","MPA","Perennially Open"
"151","SC-NEW","Newport Bay",3,"2023-09-16","mid",2,"Mid marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.73,"meters","No","WGS84","PDT",1.354,"NAVD88","across_elevation",6,75,25,33.64597,-117.883155,8,"South","Embayment","MPA","Perennially Open"
"152","SC-NEW","Newport Bay",3,"2023-10-16","low",3,"Low marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.958,"meters","No","NAD83","PDT",1.125,"NAVD88","across_elevation",1,25,75,33.64567514,-117.88265196,8,"South","Embayment","MPA","Perennially Open"
"153","SC-NEW","Newport Bay",3,"2023-10-16","low",3,"Low marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.833,"meters","No","NAD83","PDT",1.25,"NAVD88","across_elevation",2,40,60,33.6456732,-117.88260838,8,"South","Embayment","MPA","Perennially Open"
"154","SC-NEW","Newport Bay",3,"2023-10-16","low",3,"Low marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.718,"meters","No","NAD83","PDT",1.365,"NAVD88","across_elevation",3,85,15,33.64566158,-117.88255633,8,"South","Embayment","MPA","Perennially Open"
"155","SC-NEW","Newport Bay",3,"2023-10-16","low",3,"Low marsh","CRW","Nikki Vanelli","","EMPA","Not recorded",-33.742,"meters","No","NAD83","PDT",1.342,"NAVD88","across_elevation",4,85,15,33.64564617,-117.88251162,8,"South","Embayment","MPA","Perennially Open"
